station,angle,angle_1,angle_2,str,fromto,dist
524180-99999,2003-9-3,280.171595927,276.870110592,282.552249353,5,True,34.1014450392
524180-99999,2003-9-3,243.015487123,217.783011087,269.228004992,14,True,35.4394741643
524180-99999,2003-5-6,99.8517709305,86.394027104,121.380137894,4,True,26.9125589309
524180-99999,2003-5-6,222.148532407,206.239516451,241.864533798,5,True,27.2886624158
524180-99999,2003-5-6,325.027802709,265.69827689,292.264938926,8,True,34.9851790262
524180-99999,2003-5-1,110.03565455,86.394027104,142.27925702,6,True,23.8675977568
524180-99999,2003-5-1,219.284778831,206.239516451,228.901856427,5,True,21.8547062647
524180-99999,2003-5-1,342.175900739,247.814811247,256.223513365,4,True,24.6490138399
524180-99999,2003-5-1,317.052206997,265.69827689,292.264938926,10,True,40.8795645027
524180-99999,2003-4-6,285.014901483,247.814811247,282.552249353,17,True,35.3585354604
524180-99999,2003-3-7,257.767438629,241.864533798,277.769878731,13,True,35.0806970274
524180-99999,2003-9-8,282.425778937,276.870110592,293.696693986,6,True,34.8734787695
524180-99999,2003-9-8,280.581667975,228.901856427,269.228004992,12,True,38.5470543452
524180-99999,2003-7-10,212.520825331,182.675953197,228.901856427,6,True,26.0145472067
524180-99999,2003-7-10,243.728750875,234.973518529,253.963025865,7,True,40.2109344549
524180-99999,2003-3-2,246.332479296,215.953744274,277.769878731,19,True,31.5515120982
524180-99999,2003-3-2,179.001231814,154.662896725,211.60991945,5,False,26.4265392881
524180-99999,2003-7-5,266.574483053,263.322838069,269.228004992,4,False,46.2271332361
524180-99999,2003-2-20,212.545048423,197.741756645,218.701681686,4,True,17.7055932895
524180-99999,2003-2-20,236.094864968,227.545765917,244.181454084,6,True,38.054732498
524180-99999,2003-2-20,349.699273102,253.963025865,265.69827689,4,True,39.6690813161
524180-99999,2003-10-8,273.704791098,250.70225248,307.706550786,22,True,42.3032265892
524180-99999,2003-2-15,210.217810649,197.741756645,218.701681686,5,True,18.4582155814
524180-99999,2003-2-15,239.09064398,227.545765917,246.554398652,5,True,42.032393095
524180-99999,2003-2-15,310.741829417,253.963025865,265.903423598,7,True,39.33944771
524180-99999,2003-1-16,113.823078409,91.6613573888,142.27925702,4,True,18.7561699091
524180-99999,2003-1-16,250.670492047,211.60991945,246.554398652,18,True,40.6655452764
524180-99999,2003-1-16,260.648243891,248.050374795,283.157638172,12,True,39.3329552703
524180-99999,2003-2-10,193.942619126,155.276655942,218.701681686,8,True,16.3926838143
524180-99999,2003-2-10,299.340041622,253.963025865,265.903423598,9,True,39.7175084614
524180-99999,2003-2-10,292.917089477,282.755032546,307.706550786,7,False,55.9746351328
524180-99999,2003-8-9,268.62416484,239.159126471,293.696693986,14,True,35.9602850399
524180-99999,2003-6-20,190.75616993,162.499290623,211.60991945,4,True,23.3312145642
524180-99999,2003-6-20,226.98116572,211.65202018,244.181454084,7,False,44.1927956178
524180-99999,2003-8-4,269.29263728,239.159126471,307.706550786,15,True,35.5941917535
524180-99999,2003-3-27,79.1337564458,53.0091994143,99.9715613349,5,True,28.3363692822
524180-99999,2003-3-27,173.563954146,155.276655942,195.750214127,6,True,18.9546660457
524180-99999,2003-3-27,212.896547815,206.239516451,217.783011087,4,True,22.8114919441
524180-99999,2003-3-27,292.211455961,247.814811247,283.157638172,14,True,31.4649678748
524180-99999,2003-10-3,268.531677665,240.852708757,302.964478174,12,True,44.6232986326
524180-99999,2003-3-22,79.1337564458,53.0091994143,99.9715613349,5,True,28.3363692822
524180-99999,2003-3-22,173.563954146,155.276655942,195.750214127,6,True,18.9546660457
524180-99999,2003-3-22,213.543904384,206.239516451,217.783011087,5,True,28.1214183874
524180-99999,2003-3-22,285.653056562,238.635812774,283.157638172,16,True,33.3778643238
524180-99999,2003-1-26,246.064182779,218.701681686,267.843665553,16,True,36.9604338832
591170-99999,2003-10-13,5.21950167162,310.224977496,46.4967316762,13,False,25.1253380833
591170-99999,2003-10-13,57.7679595842,51.3331818974,63.7414589933,6,False,53.7714878101
591170-99999,2003-8-24,342.063615806,332.514555423,351.955444124,6,True,44.0402907338
591170-99999,2003-8-29,348.958163716,332.514555423,18.156406587,10,True,43.7773468419
591170-99999,2003-8-29,52.7374569401,46.4967316762,59.765200912,4,True,55.8984572458
591170-99999,2003-8-29,94.9597354495,73.7952844113,111.268324212,4,True,26.0559446446
591170-99999,2003-11-27,1.90966696429,356.581502302,10.9546096365,4,True,25.8659760971
591170-99999,2003-11-27,38.8383641097,31.4664604696,46.2861719605,4,False,42.315863578
591170-99999,2003-11-27,65.0165550025,59.765200912,72.959991692,5,False,30.2337261139
591170-99999,2003-11-27,68.8365422382,335.780357527,341.867968949,4,False,29.5460745669
591170-99999,2003-11-22,1.90966696429,356.581502302,10.9546096365,4,True,25.8659760971
591170-99999,2003-11-22,33.7828313437,14.0410559945,58.7321867818,8,False,36.7590890511
591170-99999,2003-11-22,66.3293935252,59.8227644834,72.959991692,4,False,34.3372014973
591170-99999,2003-7-25,18.2965666431,3.91762898857,28.8262988078,8,True,31.0333847589
591170-99999,2003-4-11,19.6879782007,335.780357527,14.0410559945,15,True,34.2376077441
591170-99999,2003-4-16,18.6191086053,335.780357527,10.9546096365,14,True,33.1513497284
591170-99999,2003-4-16,26.2243941451,13.6935200892,43.367784127,7,False,33.563319626
591170-99999,2003-1-31,107.766481821,91.8463101742,128.011017013,4,True,13.2765788142
591170-99999,2003-1-31,357.784877374,347.168290544,14.0410559945,10,False,33.3938233513
591170-99999,2003-1-31,34.098713561,18.156406587,59.765200912,8,False,33.7223430766
591170-99999,2003-9-23,48.1791356632,46.2861719605,51.3331818974,7,True,50.527987208
591170-99999,2003-9-23,14.1510768684,1.55778518627,28.8262988078,4,False,18.0721525496
591170-99999,2003-9-23,50.5496322286,335.780357527,341.867968949,5,False,31.9907785374
591170-99999,2003-5-21,61.9643183367,58.7667991414,65.5112760586,4,False,35.9810348373
591170-99999,2003-2-25,41.2708243769,13.6935200892,67.1218949442,6,False,40.6719404523
591170-99999,2003-11-12,104.708993849,91.8463101742,127.144265895,5,True,18.9531376607
591170-99999,2003-9-28,48.1791356632,46.2861719605,51.3331818974,7,True,50.527987208
591170-99999,2003-9-28,28.7713236041,15.2656138429,39.526921296,4,False,28.194136447
591170-99999,2003-9-28,50.5496322286,335.780357527,341.867968949,5,False,31.9907785374
591170-99999,2003-6-10,359.995451284,351.955444124,15.2656138429,5,True,39.5373666806
591170-99999,2003-6-15,6.89759325697,351.955444124,27.66242178,7,True,37.1222726709
591170-99999,2003-1-21,37.8884477197,14.0410559945,63.7414589933,15,False,31.8324933857
591170-99999,2003-10-18,56.9367083003,337.877769861,63.7414589933,15,False,38.9514242395
591170-99999,2003-5-16,65.7972719957,59.8227644834,72.4304313204,4,True,50.6528380574
591170-99999,2003-5-16,37.2290210119,1.55778518627,59.765200912,4,False,25.1680561239
591170-99999,2003-6-30,356.346039358,339.820072616,5.06495352511,4,True,34.1526866351
591170-99999,2003-3-12,351.648020847,339.820072616,1.55778518627,4,True,27.6855495212
591170-99999,2003-3-12,59.0220648325,47.4237133741,72.4304313204,6,True,42.1699090201
591170-99999,2003-2-5,67.3368811089,58.7667991414,72.4304313204,4,True,47.490231759
591170-99999,2003-2-5,359.711411659,347.168290544,14.0410559945,7,False,36.0850894887
591170-99999,2003-2-5,333.076936833,327.194128715,337.40199219,5,False,30.3782005966
591170-99999,2003-3-17,33.3926719649,337.877769861,1.55778518627,8,True,33.8396718511
591170-99999,2003-3-17,58.4206496207,45.6974671178,72.959991692,10,True,39.810372668
591170-99999,2003-7-30,25.779931497,13.6935200892,45.6974671178,6,True,28.2580342689
591170-99999,2003-8-14,335.964354904,310.224977496,356.856677479,6,False,33.0020515789
591170-99999,2003-8-14,50.4171134464,42.9352577471,57.2641817982,4,False,62.8649082885
591170-99999,2003-7-20,21.4735073162,18.156406587,27.66242178,4,True,32.1202956117
591170-99999,2003-5-11,346.772801351,339.820072616,356.581502302,4,True,37.5440500625
591170-99999,2003-5-11,14.5049778217,1.55778518627,31.4664604696,4,False,27.9988939146
591170-99999,2003-11-17,90.7610360749,67.0235418667,127.144265895,8,True,26.5449464187
591170-99999,2003-11-17,5.69501636431,356.856677479,14.0410559945,5,False,30.6618159272
591170-99999,2003-10-28,99.6657041912,72.959991692,127.144265895,6,True,19.4198776071
591170-99999,2003-10-28,51.3557942509,47.4237133741,58.7321867818,4,False,53.9702711974
591170-99999,2003-8-19,355.881678769,339.820072616,18.156406587,7,True,41.362794244
591170-99999,2003-7-15,359.658533786,347.168290544,13.6935200892,5,True,36.8666287274
591170-99999,2003-7-15,24.0391932327,18.156406587,31.4664604696,5,True,29.9211352419
591170-99999,2003-7-15,51.0800619874,46.2861719605,58.7667991414,4,True,45.8051290532
591170-99999,2003-7-15,97.6237037789,73.7952844113,111.268324212,5,True,20.9596554653
591170-99999,2003-7-15,41.4108092516,38.0739027129,45.6974671178,5,False,42.7254851484
591170-99999,2003-10-23,107.204253708,88.9748846267,127.144265895,4,True,15.8087357825
591170-99999,2003-10-23,38.1764988121,353.082423547,63.7414589933,8,False,38.1637136803
591170-99999,2003-7-10,358.50309015,351.955444124,3.91762898857,4,True,34.7073814895
591170-99999,2003-7-10,51.0800619874,46.2861719605,58.7667991414,4,True,45.8051290532
591170-99999,2003-7-10,97.6237037789,73.7952844113,111.268324212,5,True,20.9596554653
591170-99999,2003-4-26,345.313338273,332.514555423,1.55778518627,11,True,32.4243541266
591170-99999,2003-4-26,49.5866924569,43.367784127,63.7414589933,5,True,47.9663653517
591170-99999,2003-4-26,20.3592199496,3.91762898857,38.0739027129,5,False,28.6781184302
591170-99999,2003-4-26,75.6111118929,67.0235418667,91.8463101742,5,False,39.1146321622
591170-99999,2003-11-7,104.708993849,91.8463101742,127.144265895,5,True,18.9531376607
591170-99999,2003-9-18,110.323142074,91.8463101742,128.011017013,5,True,17.5573088614
591170-99999,2003-9-18,69.9107581822,59.765200912,88.9748846267,6,False,28.9571855946
591170-99999,2003-9-18,335.618811949,327.194128715,341.867968949,8,False,28.9870495232
591170-99999,2003-4-21,349.346690599,332.514555423,5.06495352511,13,True,35.9403501048
591170-99999,2003-4-21,24.385839014,13.6935200892,38.0739027129,7,False,30.1260145059
591170-99999,2003-4-21,80.0013804449,72.4304313204,91.8463101742,5,False,32.9109075044
591170-99999,2003-11-2,97.345180187,72.959991692,127.144265895,5,True,21.1761400815
591170-99999,2003-11-2,51.9475182653,46.4967316762,59.765200912,6,False,51.1853592752
591170-99999,2003-6-5,356.177910644,351.955444124,3.91762898857,4,True,47.008871272
591170-99999,2003-6-5,40.4038071913,15.2656138429,59.8227644834,6,False,34.3448986735
591170-99999,2003-12-2,38.8383641097,31.4664604696,46.2861719605,4,False,42.315863578
591170-99999,2003-12-2,65.0165550025,59.765200912,72.959991692,5,False,30.2337261139
591170-99999,2003-12-2,68.8365422382,335.780357527,341.867968949,4,False,29.5460745669
591170-99999,2003-9-13,25.9576089408,14.0410559945,45.6974671178,4,False,18.9194099252
591170-99999,2003-9-13,62.9287065436,55.7715471226,72.959991692,6,False,34.3047792375
591170-99999,2003-4-1,16.5260219264,356.581502302,45.6974671178,12,True,36.0366852576
591170-99999,2003-4-1,340.961473822,332.493650311,350.204966271,4,True,30.1191825417
591170-99999,2003-9-3,343.710020717,332.514555423,356.856677479,11,True,44.7561293636
591170-99999,2003-9-3,97.9236003595,73.7952844113,111.268324212,5,True,22.3208374999
591170-99999,2003-9-3,62.8200359673,58.7321867818,72.959991692,4,False,34.6164559667
591170-99999,2003-5-6,343.104141293,332.493650311,356.581502302,4,True,31.6606114355
591170-99999,2003-5-6,14.5049778217,1.55778518627,31.4664604696,4,False,27.9988939146
591170-99999,2003-5-1,341.174924559,327.194128715,356.581502302,6,True,20.3662105561
591170-99999,2003-5-1,69.3982038012,63.813997235,73.7952844113,4,False,40.7452649857
591170-99999,2003-4-6,75.1114162263,358.544770732,30.4978982089,6,True,28.8018351239
591170-99999,2003-3-7,351.648020847,339.820072616,1.55778518627,4,True,27.6855495212
591170-99999,2003-3-7,58.2874969111,28.8262988078,72.4304313204,8,True,36.3694776168
591170-99999,2003-9-8,61.9466332441,343.521339942,356.856677479,5,True,44.9061501145
591170-99999,2003-9-8,335.824323508,332.514555423,339.820072616,5,True,43.1747654256
591170-99999,2003-9-8,25.9576089408,14.0410559945,45.6974671178,4,False,18.9194099252
591170-99999,2003-9-8,61.6960759802,55.7715471226,72.959991692,8,False,45.0379215311
591170-99999,2003-1-26,107.766481821,91.8463101742,128.011017013,4,True,13.2765788142
591170-99999,2003-1-26,21.6333116561,356.581502302,59.765200912,12,False,25.8506105271
591170-99999,2003-1-26,23.4151148029,335.780357527,351.981891984,9,False,35.1659168345
591170-99999,2003-7-5,359.379882235,351.955444124,5.06495352511,4,True,37.510331732
591170-99999,2003-2-20,54.66935635,40.3879710042,67.1218949442,5,False,64.9193203721
591170-99999,2003-10-8,48.0527206027,46.4967316762,50.87628167,4,True,52.4625216775
591170-99999,2003-10-8,22.7196653236,1.55778518627,39.526921296,6,False,25.6859297636
591170-99999,2003-10-8,67.3549436243,51.3331818974,88.9748846267,5,False,24.9745973637
591170-99999,2003-10-8,340.849634954,327.194128715,356.581502302,9,False,24.5657224681
591170-99999,2003-2-15,62.4233815254,337.877769861,358.544770732,5,True,30.180585083
591170-99999,2003-1-16,37.8884477197,14.0410559945,63.7414589933,15,False,31.8324933857
591170-99999,2003-2-10,353.559784442,348.632723284,358.544770732,4,True,33.8834156533
591170-99999,2003-2-10,67.3368811089,58.7667991414,72.4304313204,4,True,47.490231759
591170-99999,2003-2-10,111.939891478,91.8463101742,128.011017013,5,True,14.39429129
591170-99999,2003-8-9,23.0937521246,13.6935200892,39.526921296,5,True,30.4572457668
591170-99999,2003-8-9,335.964354904,310.224977496,356.856677479,6,False,33.0020515789
591170-99999,2003-8-9,54.374998795,45.6974671178,58.7667991414,4,False,58.5713923677
591170-99999,2003-6-20,345.178667343,339.820072616,350.204966271,4,False,41.625413617
591170-99999,2003-6-20,51.9006180459,45.6974671178,58.7667991414,5,False,48.6853173411
591170-99999,2003-3-27,356.779385687,332.493650311,28.8262988078,13,True,31.4160099516
591170-99999,2003-3-27,114.567479324,91.8463101742,128.011017013,4,True,14.0800283656
591170-99999,2003-10-3,48.3050393781,46.2861719605,51.3331818974,6,True,50.2384232874
591170-99999,2003-10-3,28.7713236041,15.2656138429,39.526921296,4,False,28.194136447
591170-99999,2003-10-3,68.2320221317,335.780357527,341.867968949,4,False,30.3679069439
591170-99999,2003-3-22,22.5022075882,337.877769861,28.8262988078,13,True,32.3649057145
591170-99999,2003-3-22,82.8425308996,58.7667991414,128.011017013,11,True,25.6678660693
569540-99999,2003-10-13,45.1816368635,27.8078695359,56.1976500092,4,True,30.1703260174
569540-99999,2003-10-13,2.46962646271,312.53508317,321.153192899,8,True,60.8754040135
569540-99999,2003-8-24,30.0314780706,22.6937945987,45.2864259232,4,True,39.39748401
569540-99999,2003-8-24,314.185270648,307.614997044,317.590675797,4,False,49.5107324097
569540-99999,2003-2-20,289.89978938,271.897406008,331.957703727,6,True,28.8647873701
569540-99999,2003-10-18,37.0525697333,8.92805005347,56.1976500092,6,True,26.5645169491
569540-99999,2003-11-27,4.71933530642,353.106300135,12.9842930392,4,False,25.3422763972
569540-99999,2003-11-22,28.2062846794,16.3557907147,42.9650572834,5,False,36.7426099197
569540-99999,2003-3-2,25.2136411497,12.9842930392,42.9650572834,5,True,30.2054034634
569540-99999,2003-3-2,301.404746207,270.889361891,323.635024571,12,True,37.7166125263
569540-99999,2003-1-16,290.468606115,253.071506358,327.01041506,8,False,33.8822142038
569540-99999,2003-1-11,274.426226493,253.071506358,288.65580537,4,False,14.5536842117
569540-99999,2003-1-11,320.375837622,314.824512567,325.101471688,6,False,44.8460820071
569540-99999,2003-6-30,324.044893028,300.929036865,353.533698655,9,True,41.5263086976
569540-99999,2003-9-23,5.69752542184,337.748841858,42.9650572834,4,True,34.9987771281
569540-99999,2003-9-23,273.177496469,270.889361891,275.276097962,5,False,25.5811814076
569540-99999,2003-9-23,299.768684447,279.796191548,316.270626374,11,False,32.1993773879
569540-99999,2003-5-21,28.0073668041,5.55914869881,53.7559706254,7,True,20.8056042832
569540-99999,2003-5-21,32.9712310239,299.189590541,307.922818514,4,True,23.9309908802
569540-99999,2003-2-25,290.80931485,271.897406008,323.635024571,9,True,25.3055589381
569540-99999,2003-2-25,335.550792705,331.957703727,341.240988739,5,False,40.8665132643
569540-99999,2003-11-12,310.238398375,298.955555787,321.153192899,8,True,44.3064623554
569540-99999,2003-11-12,42.9277593194,325.010588593,333.972082823,5,True,44.6367330388
569540-99999,2003-11-12,36.8170660018,27.8078695359,45.2864259232,4,False,38.8846434124
569540-99999,2003-9-28,287.396197796,271.897406008,312.53508317,13,False,28.7683224003
569540-99999,2003-5-26,40.5327485521,27.8078695359,53.7559706254,5,True,29.7686292353
569540-99999,2003-5-26,281.294994928,276.361359148,288.65580537,4,True,27.464886339
569540-99999,2003-6-15,6.9424505414,341.240988739,22.6937945987,4,True,26.1906050163
569540-99999,2003-10-28,320.603408806,307.614997044,334.045023864,6,True,50.9829315457
569540-99999,2003-10-28,284.093688958,270.889361891,303.843478176,11,False,28.7822671837
569540-99999,2003-1-31,321.731380693,294.544064674,342.93233692,14,True,42.0952095411
569540-99999,2003-3-12,25.5665094167,353.106300135,47.4843973892,6,True,24.1181777593
569540-99999,2003-3-12,310.143001558,303.843478176,316.270626374,4,True,38.8718727207
569540-99999,2003-7-30,290.125693278,275.276097962,307.614997044,5,False,33.8265871596
569540-99999,2003-1-6,24.4683806352,13.2598467724,44.5643660925,5,False,42.9635813226
569540-99999,2003-1-6,318.552860396,307.614997044,325.101471688,7,False,44.031442475
569540-99999,2003-1-6,334.252844555,332.834346379,336.159925156,4,False,54.3170308504
569540-99999,2003-8-14,323.990746419,317.590675797,333.972082823,5,True,37.9336163804
569540-99999,2003-8-14,274.005330898,253.071506358,281.435261481,6,False,31.3604626507
569540-99999,2003-8-19,41.4771476637,24.3378222248,56.1976500092,5,True,35.6209788541
569540-99999,2003-8-19,270.557525066,253.071506358,279.796191548,4,False,27.6339015038
569540-99999,2003-8-19,313.141317145,307.614997044,317.590675797,4,False,44.5021382981
569540-99999,2003-8-29,281.323048239,276.361359148,288.65580537,5,False,30.3983594679
569540-99999,2003-8-29,324.534617265,318.953659376,330.864075076,4,False,68.0598593053
569540-99999,2003-5-11,9.56232579827,5.55914869881,17.4860734875,6,True,29.1500201555
569540-99999,2003-5-11,341.013458615,331.957703727,353.106300135,4,False,36.405222827
569540-99999,2003-5-11,285.70465907,280.366623646,288.707974911,4,False,23.280444932
569540-99999,2003-11-17,342.046122065,330.864075076,5.55914869881,8,True,37.0707470924
569540-99999,2003-11-17,268.827083086,253.071506358,275.276097962,5,True,24.6416830676
569540-99999,2003-11-17,309.010753061,298.955555787,321.153192899,9,True,42.8343945722
569540-99999,2003-11-17,40.6931828032,27.8078695359,56.1976500092,5,False,39.7175669554
569540-99999,2003-2-5,28.1014355357,24.3378222248,31.2089112645,4,True,34.6600644968
569540-99999,2003-2-5,2.33392763265,312.53508317,342.93233692,11,True,42.8087117074
569540-99999,2003-1-1,21.0463360607,7.22759935236,44.5643660925,5,False,42.8907827234
569540-99999,2003-1-1,319.067065116,298.955555787,334.045023864,11,False,43.9801659277
569540-99999,2003-10-23,56.1858650816,316.710897185,334.045023864,4,True,58.0152681854
569540-99999,2003-7-10,305.281438581,288.707974911,318.953659376,4,True,44.1089427931
569540-99999,2003-7-10,347.295710192,337.748841858,353.533698655,5,False,30.4026683163
569540-99999,2003-7-10,274.761400663,270.889361891,281.435261481,4,False,25.943955534
569540-99999,2003-4-26,4.82618493621,353.533698655,12.9842930392,4,True,27.1755121474
569540-99999,2003-4-26,40.6885718005,27.8078695359,47.4843973892,7,True,40.6390061279
569540-99999,2003-11-7,317.569819612,314.824512567,321.153192899,4,True,53.3825692098
569540-99999,2003-11-7,29.6690307111,13.2598467724,45.2864259232,6,False,38.4580738855
569540-99999,2003-11-7,276.108672967,273.001043209,279.796191548,4,False,32.5636907325
569540-99999,2003-11-7,299.146658023,288.707974911,307.614997044,6,False,36.6768945156
569540-99999,2003-9-18,272.652846096,270.889361891,274.823573274,4,False,22.1395926559
569540-99999,2003-9-18,302.852156774,288.65580537,316.270626374,9,False,33.0654085847
569540-99999,2003-4-21,354.806155129,337.748841858,12.9842930392,4,True,30.8581514404
569540-99999,2003-4-21,41.9055471356,31.2089112645,45.5029751144,5,True,47.8408233778
569540-99999,2003-4-21,36.0564158032,316.710897185,333.972082823,5,True,50.4190888361
569540-99999,2003-11-2,327.122134273,317.590675797,334.045023864,5,True,53.457085236
569540-99999,2003-11-2,33.935849424,17.4860734875,47.4843973892,4,False,26.248334232
569540-99999,2003-11-2,274.536909961,270.889361891,279.796191548,6,False,27.9287436471
569540-99999,2003-11-2,299.146658023,288.707974911,307.614997044,6,False,36.6768945156
569540-99999,2003-5-31,35.3881953449,299.189590541,317.590675797,4,False,27.6309449289
569540-99999,2003-7-25,17.4438833547,281.435261481,294.544064674,4,False,32.0370559407
569540-99999,2003-12-2,4.71933530642,353.106300135,12.9842930392,4,False,25.3422763972
569540-99999,2003-9-13,15.899984228,299.189590541,307.922818514,5,False,26.9735137607
569540-99999,2003-4-1,313.886756136,294.544064674,326.977971029,8,True,39.6438120357
569540-99999,2003-9-3,279.489858956,276.361359148,281.435261481,4,False,35.4048989833
569540-99999,2003-9-3,324.534617265,318.953659376,330.864075076,4,False,68.0598593053
569540-99999,2003-5-6,11.3617661343,6.1942790776,17.4860734875,6,True,31.4956113647
569540-99999,2003-5-6,37.9394860714,24.3378222248,47.4843973892,5,True,38.1915070236
569540-99999,2003-5-6,341.013458615,331.957703727,353.106300135,4,False,36.405222827
569540-99999,2003-5-1,41.6649330831,27.8078695359,47.4843973892,5,True,36.3041082944
569540-99999,2003-5-1,45.8812139301,312.53508317,318.574584186,4,False,44.820908045
569540-99999,2003-7-20,279.155791268,274.823573274,285.088232354,4,False,28.1704215717
569540-99999,2003-3-7,27.5518592373,353.106300135,53.7559706254,8,True,26.369287937
569540-99999,2003-3-7,358.340305766,281.435261481,319.027259579,7,True,42.2834346052
569540-99999,2003-6-20,355.308983181,336.159925156,14.9069687743,4,True,32.6623010472
569540-99999,2003-6-20,327.269110847,321.153192899,331.957703727,4,False,48.3961047725
569540-99999,2003-1-26,312.972418927,294.544064674,330.864075076,8,True,38.8806459928
569540-99999,2003-6-25,355.308983181,336.159925156,14.9069687743,4,True,32.6623010472
569540-99999,2003-6-25,318.592095139,307.922818514,325.010588593,4,True,51.8268555659
569540-99999,2003-1-21,43.1644754396,29.0511391174,53.7559706254,4,True,37.8902041813
569540-99999,2003-1-21,275.500219504,253.071506358,288.65580537,5,False,17.9362335383
569540-99999,2003-7-5,279.593213421,270.889361891,288.65580537,5,False,19.3396358064
569540-99999,2003-3-27,23.1268351186,312.53508317,337.748841858,6,True,42.2406364526
569540-99999,2003-10-8,45.0852798241,312.53508317,316.710897185,4,True,56.9846914881
569540-99999,2003-10-8,319.853973101,318.953659376,321.153192899,4,True,64.7661165389
569540-99999,2003-10-8,284.754041293,273.001043209,307.614997044,9,False,31.8005898459
569540-99999,2003-2-15,21.0944787942,312.53508317,342.93233692,7,True,41.6906668427
569540-99999,2003-5-16,17.5431988921,5.55914869881,47.4843973892,8,True,23.8171787181
569540-99999,2003-5-16,341.013458615,331.957703727,353.106300135,4,False,36.405222827
569540-99999,2003-2-10,5.79568604262,312.53508317,342.93233692,10,True,41.0529012808
569540-99999,2003-8-9,321.014750258,317.590675797,325.101471688,6,True,45.6199646612
569540-99999,2003-8-9,271.968608673,253.071506358,281.435261481,4,False,31.0425874649
569540-99999,2003-8-9,308.006389701,301.213877548,314.824512567,5,False,38.4194877832
569540-99999,2003-8-4,322.986766031,318.953659376,325.101471688,5,True,47.4477404865
569540-99999,2003-8-4,295.551611312,280.366623646,317.590675797,6,False,34.7018581695
569540-99999,2003-4-16,31.3454745505,316.710897185,5.55914869881,6,True,46.7329330965
569540-99999,2003-4-16,47.3188270289,44.5643660925,53.7559706254,5,True,40.3934073033
569540-99999,2003-10-3,45.0852798241,312.53508317,316.710897185,4,True,56.9846914881
569540-99999,2003-10-3,319.853973101,318.953659376,321.153192899,4,True,64.7661165389
569540-99999,2003-10-3,285.32065962,271.897406008,307.614997044,11,False,28.8700982126
569540-99999,2003-3-22,15.8169592054,312.53508317,337.748841858,7,True,42.830693598
537050-99999,2003-10-13,223.646373677,193.94752685,264.127632914,8,True,24.7088660924
537050-99999,2003-8-24,84.2111586586,78.2750801372,93.7880214791,4,True,30.9404327422
537050-99999,2003-8-24,140.309315238,115.548229505,173.733428592,5,True,25.0379792089
537050-99999,2003-8-24,244.531197126,198.114004596,284.859596467,12,True,22.3330931743
537050-99999,2003-8-24,313.918010762,295.186043777,332.735769576,4,False,12.8889969343
537050-99999,2003-7-20,297.884822056,284.859596467,320.886470473,8,True,27.4360710778
537050-99999,2003-7-20,107.976842561,95.7170952845,128.596109741,6,True,23.0090160845
537050-99999,2003-7-20,81.0349223611,75.677800748,88.4802898531,4,False,31.6501452876
537050-99999,2003-7-20,217.616027618,207.509514258,223.905132192,5,False,31.7345723498
537050-99999,2003-11-27,234.418734365,188.894557816,270.294517427,13,True,28.8230870311
537050-99999,2003-11-27,302.174642722,289.410474169,328.302038606,9,True,33.1721624296
537050-99999,2003-11-22,353.18692034,268.358963182,320.532106848,6,True,23.593749894
537050-99999,2003-1-21,235.51834482,177.574496761,302.683355308,20,True,29.5798693179
537050-99999,2003-1-21,68.8698478509,59.59324261,81.706518706,4,False,26.3716110626
537050-99999,2003-4-11,240.065608219,193.94752685,302.683355308,21,True,25.3643084397
537050-99999,2003-4-11,125.101217551,95.7170952845,148.53636694,5,True,25.4966224637
537050-99999,2003-4-16,261.517880216,234.477045769,284.859596467,6,True,19.3703870361
537050-99999,2003-4-16,94.2394463115,78.2750801372,115.548229505,8,False,27.2796045159
537050-99999,2003-6-30,74.4460187418,56.3325664353,93.7880214791,7,False,28.8113659069
537050-99999,2003-9-23,272.772847116,248.657836708,291.80508838,6,True,26.832401866
537050-99999,2003-5-21,200.547205622,148.53636694,243.001869684,8,True,21.314056538
537050-99999,2003-5-21,102.405628038,88.4802898531,125.495083478,5,False,18.8113270489
537050-99999,2003-5-21,32.9903093168,295.530990501,307.218122849,4,False,36.8030880059
537050-99999,2003-9-28,197.55085536,145.810413652,223.905132192,7,True,28.9752538964
537050-99999,2003-9-28,65.9667046425,56.3325664353,83.0750143122,4,False,32.6091121197
537050-99999,2003-5-16,197.210358969,148.53636694,243.001869684,7,True,20.9586762993
537050-99999,2003-5-16,102.269152572,88.4802898531,125.495083478,4,False,16.8975692428
537050-99999,2003-1-31,198.412178865,177.574496761,216.84247967,7,True,27.9611749938
537050-99999,2003-1-31,264.157714564,218.899322569,302.683355308,16,True,29.1441889419
537050-99999,2003-1-31,77.4185425682,64.8659952125,93.7880214791,4,False,22.3486031687
537050-99999,2003-7-30,117.013663931,110.726693792,125.495083478,4,True,31.3733866346
537050-99999,2003-7-30,183.937840821,145.810413652,223.905132192,6,False,23.6291279125
537050-99999,2003-2-25,92.4481829369,78.2750801372,102.951529904,5,True,20.4989037328
537050-99999,2003-2-25,239.882269118,218.899322569,264.127632914,5,True,25.3099117411
537050-99999,2003-2-25,9.20023246611,268.358963182,293.287852789,4,True,23.6335230485
537050-99999,2003-8-19,96.9699313156,78.2750801372,116.284648948,8,True,27.9576158887
537050-99999,2003-8-19,238.714711889,203.893814201,268.358963182,8,True,21.5695356577
537050-99999,2003-8-19,313.918010762,295.186043777,332.735769576,4,False,12.8889969343
