station,angle,angle_1,angle_2,str,fromto,dist
537050-99999,2003-8-29,238.007616681,198.114004596,270.294517427,10,True,23.4817418768
537050-99999,2003-5-11,254.15016677,207.509514258,290.363455358,7,True,20.3968865667
537050-99999,2003-11-17,9.76540092239,268.358963182,320.532106848,5,True,23.0688129845
537050-99999,2003-7-10,119.436948461,96.3552436447,154.050447148,4,True,14.2547598065
537050-99999,2003-7-10,84.5467733892,69.313634875,95.7170952845,6,False,27.0800536473
537050-99999,2003-2-5,198.916358852,185.252806302,216.84247967,5,True,27.0081801702
537050-99999,2003-2-5,258.939602263,234.477045769,284.859596467,8,True,25.8611142367
537050-99999,2003-2-5,13.5149425697,293.287852789,320.886470473,5,True,33.491203651
537050-99999,2003-1-1,256.532923065,177.574496761,332.735769576,15,True,22.9865252133
537050-99999,2003-8-14,94.1303785537,64.8659952125,125.495083478,11,True,26.7562804552
537050-99999,2003-8-14,260.900938637,243.001869684,268.358963182,4,True,16.766935183
537050-99999,2003-1-6,252.224521055,177.574496761,332.735769576,17,True,24.3690729796
537050-99999,2003-1-6,80.4566007682,78.2750801372,83.0750143122,4,True,39.4719799436
537050-99999,2003-4-26,267.724100573,264.127632914,270.294517427,4,True,20.4703380897
537050-99999,2003-4-26,104.677094268,93.7880214791,125.495083478,6,False,21.9264381268
537050-99999,2003-7-15,289.914637167,264.127632914,312.112059889,5,True,20.8192775778
537050-99999,2003-7-15,119.436948461,96.3552436447,154.050447148,4,True,14.2547598065
537050-99999,2003-7-15,81.0349223611,75.677800748,88.4802898531,4,False,31.6501452876
537050-99999,2003-9-18,269.454261566,223.905132192,302.683355308,11,True,28.4359284874
537050-99999,2003-9-18,74.340447013,64.8659952125,83.0750143122,5,False,40.4650035993
537050-99999,2003-9-18,129.783299036,96.3552436447,148.53636694,5,False,17.5326106049
537050-99999,2003-4-21,103.019285273,93.7880214791,115.548229505,6,False,22.7931274993
537050-99999,2003-7-25,297.884822056,284.859596467,320.886470473,8,True,27.4360710778
537050-99999,2003-7-25,64.1798211673,59.59324261,69.313634875,4,True,31.3852604465
537050-99999,2003-7-25,118.331843018,102.951529904,128.596109741,4,True,23.1513472943
537050-99999,2003-7-25,83.5855421847,75.677800748,93.7880214791,5,False,29.5231199731
537050-99999,2003-7-25,211.988815598,199.698136271,223.905132192,4,False,27.5363605368
537050-99999,2003-12-2,231.590381964,188.894557816,270.294517427,12,True,29.3941942572
537050-99999,2003-12-2,295.819662721,289.410474169,314.386435447,7,True,34.5501086086
537050-99999,2003-9-13,264.695045275,222.39711439,302.683355308,14,True,25.737538303
537050-99999,2003-9-13,75.5681256285,64.8659952125,83.0750143122,6,False,38.5217907607
537050-99999,2003-9-13,129.585434154,96.3552436447,148.53636694,6,False,16.2018075803
537050-99999,2003-4-1,251.96496138,218.899322569,295.186043777,14,True,22.7348934895
537050-99999,2003-4-1,102.102668859,83.0750143122,128.596109741,4,True,26.7431649539
537050-99999,2003-9-3,252.990806668,203.893814201,291.80508838,9,True,21.7070189898
537050-99999,2003-9-3,82.03405486,64.8659952125,96.3552436447,7,False,33.6692720015
537050-99999,2003-5-6,264.558296693,207.509514258,307.218122849,10,True,19.1889241907
537050-99999,2003-5-6,90.6802058372,81.706518706,98.7459933106,4,False,20.2090979105
537050-99999,2003-5-1,290.179149717,264.127632914,332.735769576,10,True,16.3265665379
537050-99999,2003-5-1,87.4695943348,56.3325664353,125.495083478,11,False,24.6000692915
537050-99999,2003-4-6,244.809520338,193.94752685,302.683355308,23,True,25.7107708436
537050-99999,2003-4-6,125.101217551,95.7170952845,148.53636694,5,True,25.4966224637
537050-99999,2003-9-8,268.679200986,234.477045769,291.80508838,10,True,21.8284746439
537050-99999,2003-9-8,80.4440023618,64.8659952125,96.3552436447,8,False,32.2044879233
537050-99999,2003-1-26,195.340462065,177.574496761,207.509514258,6,True,27.1926599936
537050-99999,2003-1-26,255.83559206,218.899322569,302.683355308,11,True,29.9588722713
537050-99999,2003-1-26,77.4185425682,64.8659952125,93.7880214791,4,False,22.3486031687
537050-99999,2003-1-11,273.376287077,224.854033132,332.735769576,12,True,21.0020016878
537050-99999,2003-2-20,79.2189894762,56.3325664353,93.7880214791,4,True,21.7266150965
537050-99999,2003-2-20,228.341845224,185.252806302,264.127632914,12,True,27.7856385461
537050-99999,2003-2-20,336.835316205,268.358963182,295.186043777,7,True,26.2839882316
537050-99999,2003-10-8,220.106765456,191.789899689,264.127632914,9,True,25.9254121859
537050-99999,2003-10-8,281.525419027,270.294517427,294.055151413,4,True,31.3432761352
537050-99999,2003-2-15,307.81399902,291.80508838,332.735769576,9,True,28.6927293706
537050-99999,2003-2-15,234.727075642,185.252806302,284.859596467,14,True,26.8547353672
537050-99999,2003-1-16,246.379261679,198.114004596,302.683355308,20,True,28.1820789418
537050-99999,2003-1-16,64.1798211673,59.59324261,69.313634875,4,False,31.3852604465
537050-99999,2003-2-10,3.49510734096,293.287852789,332.735769576,7,True,25.7309329725
537050-99999,2003-2-10,73.370321426,62.9464119718,96.3552436447,4,True,23.4810329008
537050-99999,2003-2-10,236.63302506,185.252806302,284.859596467,13,True,25.4653980045
537050-99999,2003-8-9,293.790744607,271.38855191,323.728786273,4,True,22.3642988789
537050-99999,2003-8-9,93.5147173318,64.8659952125,125.495083478,9,True,23.5286570316
537050-99999,2003-8-9,260.900938637,243.001869684,268.358963182,4,True,16.766935183
537050-99999,2003-7-5,75.1018856565,56.3325664353,95.7170952845,10,False,29.1833604097
537050-99999,2003-8-4,121.996895544,110.726693792,141.929821996,5,True,28.964806997
537050-99999,2003-8-4,270.719706672,243.001869684,295.186043777,7,True,16.6512766307
537050-99999,2003-8-4,191.563326254,171.386059746,223.905132192,5,False,23.96917313
537050-99999,2003-3-27,252.379890777,223.905132192,295.186043777,10,True,22.5134894969
537050-99999,2003-10-3,261.992848729,246.048910621,290.363455358,4,True,23.680975265
537050-99999,2003-10-3,206.708856324,191.789899689,222.904083462,5,True,33.0091185251
537050-99999,2003-3-22,261.330469456,243.001869684,295.186043777,7,True,19.5057517513
562470-99999,2003-8-24,36.4377201674,26.519049326,51.5136224064,4,False,23.281839224
562470-99999,2003-8-29,48.8784118575,37.3686284751,60.8015694809,4,False,38.6343014835
562470-99999,2003-8-29,304.054050229,298.866327093,310.914758,4,False,36.5597082759
562470-99999,2003-11-27,323.957663151,311.787127996,336.618126372,5,True,47.4191421231
562470-99999,2003-11-27,231.389439033,172.991647089,274.978631351,13,True,23.4879492615
562470-99999,2003-11-22,323.682061988,311.787127996,336.618126372,4,True,49.1017237888
562470-99999,2003-11-22,59.0193876427,30.349580462,92.2840490719,7,True,26.5883877377
562470-99999,2003-11-22,216.664502209,180.886300189,253.306065144,6,True,22.4412087416
562470-99999,2003-11-22,274.520600739,267.002722609,279.873868212,5,True,37.5670517871
562470-99999,2003-1-21,309.137169629,297.33322315,336.618126372,15,True,33.7694507217
562470-99999,2003-1-21,52.3709317106,27.5783646775,77.7757024852,6,True,22.230525334
562470-99999,2003-1-21,262.781577927,242.967747001,279.873868212,4,False,32.23847575
562470-99999,2003-4-11,23.9548935823,10.6045056027,37.3686284751,5,True,19.9400429985
562470-99999,2003-4-11,267.310112752,256.677278611,279.873868212,7,True,36.883583688
562470-99999,2003-4-11,298.699416132,297.33322315,300.012651422,4,True,29.2018056416
562470-99999,2003-4-11,353.199060034,337.478427116,8.76466583082,4,False,17.9437756131
562470-99999,2003-4-11,84.9810339953,66.2067507519,103.657633672,4,False,15.461932215
562470-99999,2003-4-16,25.5176370203,10.6045056027,37.3686284751,4,True,18.1465688345
562470-99999,2003-4-16,264.308726183,256.677278611,279.249030462,5,True,37.6937131861
562470-99999,2003-4-16,84.9810339953,66.2067507519,103.657633672,4,False,15.461932215
562470-99999,2003-9-23,319.840114556,307.312942766,336.618126372,5,True,50.0829929891
562470-99999,2003-9-23,267.219484591,256.677278611,281.547647287,6,False,30.7100302484
562470-99999,2003-5-21,273.904131096,253.306065144,296.058706171,4,True,40.9804995346
562470-99999,2003-11-12,273.397189242,261.385665121,279.873868212,5,True,38.2235611266
562470-99999,2003-9-28,317.559361073,308.12558015,336.618126372,5,True,45.5205119957
562470-99999,2003-9-28,45.6828154667,26.519049326,60.8015694809,7,True,29.5285418177
562470-99999,2003-5-26,305.706820502,298.585462865,316.560103804,5,False,44.8664922612
562470-99999,2003-6-10,308.583533322,297.33322315,320.090068545,4,True,47.1353545653
562470-99999,2003-10-18,336.532089329,320.090068545,7.30012135724,5,False,33.8857801931
562470-99999,2003-10-18,45.7630719136,30.349580462,60.8015694809,4,False,33.3912445688
562470-99999,2003-5-16,273.342670091,256.677278611,296.058706171,4,True,42.7178241448
562470-99999,2003-5-16,56.9340914856,37.3686284751,77.7757024852,7,False,32.669092177
562470-99999,2003-1-31,312.131506777,300.012651422,326.792710644,11,True,33.8204584426
562470-99999,2003-1-31,87.5219819574,76.3705426001,103.657633672,4,False,22.0267876015
562470-99999,2003-3-12,9.57863769594,337.478427116,30.349580462,9,True,19.7773279946
562470-99999,2003-3-12,277.029322014,256.677278611,305.123713598,6,True,36.6493094016
562470-99999,2003-3-17,26.6188937756,336.618126372,103.657633672,15,True,21.0116352012
562470-99999,2003-3-17,331.998173017,269.75329014,325.066595054,11,True,37.0736427516
562470-99999,2003-3-17,243.891592258,236.973095875,251.36401914,4,False,31.2188010683
562470-99999,2003-2-25,333.826668896,257.30180266,337.478427116,13,True,35.4728988882
562470-99999,2003-8-19,335.577347656,257.30180266,311.787127996,8,True,36.9847674939
562470-99999,2003-2-20,338.754711202,281.547647287,326.792710644,12,True,40.0130661014
562470-99999,2003-2-20,20.4480761903,7.30012135724,37.3686284751,4,False,17.5210697722
562470-99999,2003-5-11,251.323049438,242.967747001,261.385665121,4,True,36.0104598028
562470-99999,2003-5-11,306.377337695,300.012651422,311.787127996,4,True,48.7764682517
562470-99999,2003-5-11,319.23604172,315.974209239,325.597125483,4,False,28.0534109702
562470-99999,2003-5-11,79.3760140301,56.955934169,103.657633672,5,False,22.0569170312
562470-99999,2003-11-17,264.141104351,256.677278611,271.498751062,4,True,40.6389506574
562470-99999,2003-2-5,315.421349519,305.123713598,326.792710644,6,True,35.6721985663
562470-99999,2003-8-14,83.2784487063,60.8015694809,103.657633672,4,True,27.4888685794
562470-99999,2003-8-14,303.280771219,271.498751062,318.812728352,7,True,40.3452243291
562470-99999,2003-10-23,45.7630719136,30.349580462,60.8015694809,4,False,33.3912445688
562470-99999,2003-7-10,300.524488968,297.33322315,307.312942766,4,False,41.9090105867
562470-99999,2003-4-26,346.33928565,281.547647287,318.812728352,8,True,33.8311666188
562470-99999,2003-9-18,319.150435462,307.312942766,336.618126372,11,True,47.6958381858
562470-99999,2003-9-18,267.219484591,256.677278611,281.547647287,6,False,30.7100302484
562470-99999,2003-4-21,309.738483887,300.012651422,320.090068545,4,True,28.0653563668
562470-99999,2003-4-21,31.5014514526,10.6045056027,51.5136224064,4,False,18.2528096249
562470-99999,2003-5-31,299.296457884,271.498751062,316.560103804,6,False,40.0773796224
562470-99999,2003-5-31,53.067604127,30.349580462,77.7757024852,5,False,32.0584516486
562470-99999,2003-6-5,0.515061008591,269.75329014,305.123713598,5,False,35.3631089306
562470-99999,2003-12-2,319.005372786,305.123713598,336.618126372,7,True,46.6500767449
562470-99999,2003-12-2,251.096141129,236.973095875,271.498751062,7,True,29.8435225742
562470-99999,2003-9-13,316.81376561,307.312942766,330.010722318,11,True,48.564597403
562470-99999,2003-9-13,297.384820397,285.087185841,304.372474766,5,True,33.6591695432
562470-99999,2003-9-13,267.581456812,256.677278611,281.547647287,7,False,30.6210500263
562470-99999,2003-4-1,323.40825043,309.971122067,336.618126372,5,True,45.0689519892
562470-99999,2003-4-1,356.507334585,279.873868212,304.372474766,6,True,35.549823124
562470-99999,2003-4-1,71.9450311788,51.5136224064,92.2840490719,4,False,15.9800543341
562470-99999,2003-9-3,270.933591301,261.385665121,281.547647287,5,False,31.540662176
562470-99999,2003-5-6,251.323049438,242.967747001,261.385665121,4,True,36.0104598028
562470-99999,2003-5-6,306.512828686,298.866327093,315.974209239,6,True,37.4182453987
562470-99999,2003-5-1,329.440079431,318.812728352,337.478427116,5,True,24.7286527615
562470-99999,2003-5-1,347.088645172,281.547647287,315.974209239,8,True,38.3273284317
562470-99999,2003-4-6,25.5059922732,17.7039198302,37.3686284751,5,True,21.2982277835
562470-99999,2003-4-6,298.699416132,297.33322315,300.012651422,4,True,29.2018056416
562470-99999,2003-4-6,78.2875516775,51.5136224064,103.657633672,5,False,15.4292976171
562470-99999,2003-4-6,36.2336778199,304.372474766,308.12558015,4,False,50.374345962
562470-99999,2003-3-7,276.144347295,256.677278611,300.012651422,8,True,33.8761465614
562470-99999,2003-3-7,321.481979635,308.12558015,330.010722318,6,True,50.8910386893
562470-99999,2003-9-8,296.414802713,285.087185841,304.372474766,4,True,42.6792587771
562470-99999,2003-9-8,271.832796992,261.385665121,281.547647287,5,False,30.9688272901
562470-99999,2003-1-26,308.362059424,297.33322315,336.618126372,13,True,31.849352635
562470-99999,2003-6-25,264.595703913,236.973095875,285.087185841,7,True,34.8260100538
562470-99999,2003-3-2,283.833640227,256.677278611,305.123713598,11,True,32.5086776515
562470-99999,2003-3-2,323.995928801,308.12558015,337.478427116,8,True,42.5545529035
562470-99999,2003-7-5,305.274183736,297.33322315,315.974209239,6,False,32.9556638522
562470-99999,2003-2-15,67.9666545609,51.5136224064,77.7757024852,4,True,20.3127470891
562470-99999,2003-2-15,342.368419535,281.547647287,326.792710644,10,True,38.8618849269
562470-99999,2003-2-15,8.05242049179,337.478427116,26.519049326,5,False,16.9369313349
562470-99999,2003-1-16,52.3709317106,27.5783646775,77.7757024852,6,True,22.230525334
562470-99999,2003-1-16,306.452254943,297.33322315,329.224520262,13,True,35.8813424051
562470-99999,2003-1-16,262.781577927,242.967747001,279.873868212,4,False,32.23847575
562470-99999,2003-2-10,299.801024625,285.087185841,308.12558015,6,True,42.0081131119
562470-99999,2003-2-10,11.3067445227,337.478427116,27.5783646775,6,False,16.5930754564
562470-99999,2003-8-9,307.935903895,296.058706171,318.812728352,5,True,34.4975230862
562470-99999,2003-6-20,50.2156986522,17.7039198302,77.7757024852,5,True,27.210855636
562470-99999,2003-6-20,241.573007879,229.830939702,254.661508101,4,True,27.3863655083
562470-99999,2003-6-20,278.927208894,271.498751062,285.087185841,4,True,39.2332562047
562470-99999,2003-3-27,353.419929698,309.971122067,37.3686284751,13,True,31.6989744188
562470-99999,2003-10-3,319.917806304,310.914758,336.618126372,4,True,42.090164051
562470-99999,2003-3-22,26.6188937756,336.618126372,103.657633672,15,True,21.0116352012
562470-99999,2003-3-22,330.117482741,269.75329014,325.066595054,11,True,38.5439654357
562470-99999,2003-3-22,243.891592258,236.973095875,251.36401914,4,False,31.2188010683
533360-99999,2003-10-13,256.588547591,217.592435417,325.157670874,19,True,27.3801665054
533360-99999,2003-10-13,174.686271987,114.924282101,202.311457166,11,True,25.8452336695
533360-99999,2003-8-29,209.529458807,202.311457166,217.134029013,5,False,37.107842625
533360-99999,2003-8-24,214.418311593,202.311457166,228.854129888,7,False,35.2107674547
533360-99999,2003-10-18,157.532136472,102.643585829,202.311457166,17,True,27.8486834954
533360-99999,2003-10-18,240.813987004,217.592435417,281.88407917,10,True,25.0178445549
533360-99999,2003-11-27,244.699231763,196.813556348,325.157670874,19,True,24.3910493917
533360-99999,2003-11-27,182.194847593,169.607768353,195.910704774,4,False,30.4402677116
533360-99999,2003-11-22,235.421117686,196.813556348,281.88407917,18,True,24.0997256766
533360-99999,2003-11-22,249.078785859,156.614538922,195.910704774,5,False,32.439403375
533360-99999,2003-1-21,232.414008691,150.931230171,293.638735655,24,True,22.9678713879
533360-99999,2003-1-16,118.84527735,112.380192852,124.726445587,4,True,30.2271807464
533360-99999,2003-1-16,193.741124307,150.931230171,228.511545964,12,True,20.604837309
533360-99999,2003-1-16,268.250732741,243.325062044,282.105555104,9,True,26.9153883909
533360-99999,2003-1-11,178.085224218,165.14445105,191.337857133,6,True,33.2972032304
533360-99999,2003-1-11,235.658376527,196.813556348,282.105555104,15,True,24.6705905762
533360-99999,2003-6-30,266.199694943,248.028994815,276.479350283,5,True,16.1959469747
533360-99999,2003-6-30,186.51483777,165.14445105,203.102756777,8,False,36.9535959996
533360-99999,2003-9-23,177.853432413,172.976182422,184.238967578,4,True,23.9734370497
533360-99999,2003-9-23,226.87375765,218.959277356,236.104792404,4,True,13.8266826604
533360-99999,2003-5-21,213.726555009,174.095246912,236.104792404,7,True,25.0364689678
533360-99999,2003-9-28,33.0512079308,292.515608222,318.743636714,4,True,35.4838886522
533360-99999,2003-9-28,226.87375765,218.959277356,236.104792404,4,True,13.8266826604
533360-99999,2003-5-26,210.262507894,174.095246912,228.511545964,6,True,27.217253803
